Ticker,Name,Exchange
T7U1312.NYM,Tennessee 500 Leg Natural Gas S,NYM
CAWZ14.CBT,"future for CAW, December, 2014,",CBT
PELU1301.NYM,PEL Future SEP 01 2013,NYM
JAJ15.NYM,Japan C&F; Naphtha (Platts) Swap,NYM
X8M1330.NYM,X8 Future JUN 30 2013,NYM
UDN1326.NYM,Northern Illinois Hub Daily Fut,NYM
EXID-F1331.BO,EXID     JAN  2013 FUTURE,BSE
MNBK15.NYM,"future for MNB, May, 2015, trad",NYM
R2:PTBL3S.SA,PORTOBELLO  -ON      NM,SAO
PWLK1322.NYM,PWL Future MAY 22 2013,NYM
MENF1304.NYM,"Daily or weekly future for MEN,",NYM
X4Q1310.NYM,X4 Future AUG 10 2013,NYM
KSNM14.NYB,JPY/USD 12.5 - NYCC - Jun14,NYB
QLDF16.NYM,Central Appalachian Coal (CAPP),NYM
NIQ13.NYM,ISO New England Internal Hub Pe,NYM
PSKJ1303.NYM,PSK Future APR 03 2013,NYM
VLDV1305.NYM,VLD Future OCT 05 2013,NYM
X8J1309.NYM,X8 Future APR 09 2013,NYM
Y9Q1310.NYM,Y9 Future AUG 10 2013,NYM
MEEH1326.NYM,MEE Future MAR 26 2013,NYM
MIRQ14.CME,MIR Future AUG 2014 Trading Ses,CME
X7N1323.NYM,ULSD 10ppm Cargoes CIF MED BALM,NYM
A6VV1324.NYM,A6V Future OCT 24 2013,NYM
IDLG1323.NYM,IDL Future FEB 23 2013,NYM
V31Z13.CME,Weather Colorado Springs Munici,CME
FEIDZ4.EX,FEID DEC 14        ,EUX
KAWG15.KBT,"future for KAW, February, 2015,",KBT
Y9N1314.NYM,Y9 Future JUL 14 2013,NYM
RAWGF4.EX,RAWG JAN 14        ,EUX
KQU13.CME,Weather Monthly Cooling Degree ,CME
B6N15.NYM,PJM Northern Illinois Hub 5 MW ,NYM
NHH-CZ13-C.PH,,
XRZ14.NYM,Northern Rockies Natural Gas Pi,NYM
X8F1331.NYM,X8 Future JAN 31 2013,NYM
A1MX1312.NYM,A1M Future NOV 12 2013 Trading ,NYM
Q7U1313.NYM,Q7 Future SEP 13 2013,NYM
NDK15.NYM,ANR Louisiana Basis (Natural Ga,NYM
EJX15.NYM,Cinergy Hub OFF-Peak LMP Swap F,NYM
NSQK1317.NYM,NSQ Future MAY 17 2013,NYM
T7J1308.NYM,Tennessee 500 Leg Natural Gas S,NYM
A8JV1328.NYM,A8J Future OCT 28 2013,NYM
YRPV1301.NYM,YRP Future OCT 01 2013,NYM
LRQ13.NYM,"Gulf Coast Gasoline Futures,Aug",NYM
PWV15.NYM,"Centerpoint Basis Swap Futures,",NYM
X5Q1322.NYM,X5 Future AUG 22 2013,NYM
M2UVZ5.EX,M2UV DEC 15        ,EUX
GYK15.NYM,Gulf Coast Ultra Low Sulfur Die,NYM
WDCK16.CME,Housing (CSIs) Washington D.C. ,CME
MIBSWB-EW2313-C.PH,,
PVLV13.NYM,PVL Future OCT 2013,NYM
U8N1319.NYM,CIG Rockies Natural Gas Swing S,NYM
ZGLK1317.NYM,ZGL Future MAY 17 2013,NYM
RPOW-V1331.BO,RPOW     OCT  2013 FUTURE,BSE
QGH16.NYM,"Natural Gas miNY Futures,Mar-20",NYM
E6M1306.NYM,Japan Naphtha BALMO Swap Future,NYM
SVH1304.NYM,Natural Gas Panhandle Swing Fut,NYM
OPOX1314.NYM,OPO Future NOV 14 2013 Trading ,NYM
JSM13.NYM,Los Angeles Jet Spread (OPIS) S,NYM
MPH13.CME,Mexican Peso Mar 13,CME
AZ0G1313.NYM,AZ0 Future FEB 13 2013,NYM
EAEU1329.NYM,EAE Future SEP 29 2013,NYM
G5J13.CME,Weather European Monthly Cumula,CME
TUH13.CBT,Two-Year US Treasury Note Futur,CBT
QPF14.NYM,Western Rail Powder River Basin,NYM
KSRK1324.NYM,KSR Future MAY 24 2013,NYM
YRPN1314.NYM,YRP Future JUL 14 2013,NYM
D2F13.NYM,NYISO Zone G5 MW Off-Peak Calen,NYM
NHG15.NYM,Houston Ship Channel Basis Swap,NYM
KM3V1313.NYM,KM3 Future OCT 13 2013,NYM
KIK13.NYM,ISO New England Off-Peak LMP Sw,NYM
SPZ15.CME,S&P; 500 Dec 15,CME
OHL-PZ13-C.PH,,
LICH-J1325.BO,LICH     APR  2013 FUTURE,BSE
TT2N1330.NYM,TT2 Future JUL 30 2013,NYM
6RU17.CME,Russian Ruble Futures Settlemen,CME
SK8M1320.NYM,SK8 Future JUN 20 2013,NYM
SJX1322.NYM,"San Juan Swing Swap Futures,Nov",NYM
X7M1314.NYM,ULSD 10ppm Cargoes CIF MED BALM,NYM
1LM1304.NYM,ULSD Up-Down BALMO Calendar Swa,NYM
POLJ1303.NYM,POL Future APR 03 2013,NYM
YRPM1329.NYM,YRP Future JUN 29 2013,NYM
USC3.AX,Australian Sorghum March 2013 (,ASX
R7LG15.NYM,"future for R7L, February, 2015,",NYM
X3K1320.NYM,X3 Future MAY 20 2013,NYM
ENA-CG13-C.PH,,
VXNG1304.NYM,VXN Future FEB 04 2013,NYM
T4H1327.NYM,Tennessee Zone 0 Natural Gas Sw,NYM
IDLU1312.NYM,IDL Future SEP 12 2013,NYM
9FK15.NYM,Texas Gas Zone 1 Natural Gas Ba,NYM
SXFG14.CME,Weather New York City Seasonal ,CME
GRSM-G1328.BO,GRSM     FEB  2013 FUTURE,BSE
VDU1317.NYM,"AEP-Dayton Hub Daily Futures,Se",NYM
GYM16.NYM,Gulf Coast Ultra Low Sulfur Die,NYM
CAYQ17.NYM,NYMEX WTI Crude Oil 1 month cal,NYM
XQV16.NYM,PG&E; CityGate Natural Gas Pipel,NYM
PAPV1322.NYM,"Daily or weekly future for PAP,",NYM
LICH-H1328.BO,LICH     MAR  2013 FUTURE,BSE
E4LZ13.NYM,E4L Future DEC 2013 Trading Ses,NYM
X2N1315.NYM,X2 Future JUL 15 2013,NYM
D4N14.NYM,NYISO Zone J5 MW Off-Peak Calen,NYM
H11Q13.CME,Weather Atlanta Weekly Average ,CME
ZGLM1327.NYM,ZGL Future JUN 27 2013,NYM
ZSTU1316.NYM,ZST Future SEP 16 2013,NYM
D1NF13.NYM,D1N Future JAN 2013,NYM
M4G1309.NYM,M4 Future FEB 09 2013,NYM
DDGF14.CBT,"Distillers Dried Grain Futures,",CBT
EMCU1311.NYM,EMC Future SEP 11 2013,NYM
IEOU13.NYB,Millions FX Euro / US Dollar Fu,NYB
5LJ1322.NYM,5L Future APR 22 2013,NYM
7XU1302.NYM,Diesel 10ppm Barges FOB Rdam vs,NYM
MFK13.NYM,Gulf Coast No. 6 Fuel Oil 3% Su,NYM
SPZ13.CME,S&P; 500 Dec 13,CME
PSKU1309.NYM,PSK Future SEP 09 2013,NYM
DTNQ1319.NYM,DTN Future AUG 19 2013,NYM
H7F14.CME,Weather Heating Degree Day Port,CME
KSRJ1321.NYM,KSR Future APR 21 2013,NYM
SSZ1301.NYM,Natural Gas Chicago Swing Futur,NYM
DFQ14.CME,DF Future AUG 2014,CME
KSRU1309.NYM,KSR Future SEP 09 2013,NYM
VCFM13-C.SI,,
H33U13.CME,Weather Cincinnati Weekly Avera,CME
H53J13.CME,Weather Dallas-Forth Worth Week,CME
NPGZ16.NYM,"Henry Hub Penultimate Futures,D",NYM
DMAQ13.NYM,DMA Future AUG 2013,NYM
B4U13.NYM,Algonquin City-gates Natural Ga,NYM
RGFU14-3.SI,"RGF future for September 2014, ",SES
Q7N1308.NYM,Q7 Future JUL 08 2013,NYM
DRRL-V1331.BO,DRRL     OCT  2013 FUTURE,BSE
VSNH1312.NYM,VSN Future MAR 12 2013,NYM
SYK1321.NYM,"Natural Gas Waha Swing Futures,",NYM
PDMN13.NYM,"future for PDM, July, 2013, tra",NYM
7XV1331.NYM,Diesel 10ppm Barges FOB Rdam vs,NYM
GRBQ1316.NYM,GRB Future AUG 16 2013,NYM
TZSG1304.NYM,TZS Future FEB 04 2013,NYM
WJZ16.NYM,LLS Argus vs WTI Spread Calenda,NYM
KIK17.NYM,ISO New England Off-Peak LMP Sw,NYM
E7Z13.CME,E-mini Euro FX Futures Settleme,CME
VRJ13.NYM,New York Harbor 1% v. Gulf Coas,NYM
KJF15.NYM,New York Independent System Ope,NYM
T6J1312.NYM,Transco Zone 3 Natural Gas Swin,NYM
TK9F1328.NYM,TK9 Future JAN 28 2013,NYM
WJQ16.NYM,LLS Argus vs WTI Spread Calenda,NYM
YMM14.CBT,Mini Dow Jones Indus.-$5 Jun 14,CBT
EPZH15.CME,Euro/Polish Zloty Cross Rate Fu,CME
62835616.EX,FSTX MAR 13        ,EUX
RSHGV30.EX,RSHG OCT 13        ,EUX
NZH14.CBT,Thirty-Year Interest Rate Swap ,CBT
X4H1316.NYM,X4 Future MAR 16 2013,NYM
X3G1314.NYM,X3 Future FEB 14 2013,NYM
8WX1311.NYM,Gasoil 0.1 CIF MED vs. ICE Gaso,NYM
QCWN13.CBT,QCW Future JUL 2013,CBT
ZTSM18.NYM,"future for ZTS, June, 2018, tra",NYM
Q02M13.CME,Q02 Future JUN 2013,CME
VZJ1309.NYM,Gulf Coast 3% Fuel Oil Balmo Fu,NYM
H71Z13.CME,Weather Portland Weekly Average,CME
EXG13-3.SI,,SES
NIJ14.NYM,ISO New England Internal Hub Pe,NYM
H5XH13.CME,Weather Heating Degree Day Dall,CME
OVLZ14.NYM,OVL Future DEC 2014 Trading Ses,NYM
PLZH14.CME,"Polish Zloty Futures,Mar-2014",CME
Q7X1305.NYM,Q7 Future NOV 05 2013,NYM
QVLX1318.NYM,QVL Future NOV 18 2013 Trading ,NYM
VDPX1329.NYM,"Daily or weekly future for VDP,",NYM
7RF1302.NYM,"Daily or weekly future for 7R, ",NYM
UAG16.NYM,European Singapore Fuel Oil 180,NYM
47M15.NYM,"future for 47, June, 2015, trad",NYM
WERGH4.EX,WERG MAR 14        ,EUX
XZ3M15.NYM,"future for XZ3, June, 2015, tra",NYM
42J1309.NYM,"Daily or weekly future for 42, ",NYM
YRPV1317.NYM,YRP Future OCT 17 2013,NYM
ACS-PV13-C.PH,,
AKZJ1315.NYM,"Daily or weekly future for AKZ,",NYM
RTU16.NYM,RBOB Gasoline - Financial Futur,NYM
FALH1313.NYM,FAL Future MAR 13 2013,NYM
NPU15.NYM,Henry Hub Penultimate Swap Futu,NYM
Q7Z1315.NYM,Q7 Future DEC 15 2013 Trading S,NYM
LTV15.NYM,Up-Down Gulf Coast ULSD vs NYME,NYM
BVH5.AX,Base Load Electricity Futures V,ASX
WOLV1313.NYM,WOL Future OCT 13 2013,NYM
IDLJ1318.NYM,IDL Future APR 18 2013,NYM
7XV1301.NYM,Diesel 10ppm Barges FOB Rdam vs,NYM
YRWN1325.NYM,YRW Future JUL 25 2013,NYM
R8H13.NYM,PJM PEPCO zone peak calendar mo,NYM
XOM17.NYM,Chicago City Gate Natural Gas P,NYM
ZIYM14.NYM,NYMEX RBOB 1 month calendar spr,NYM
X5H1314.NYM,X5 Future MAR 14 2013,NYM
Z0J1304.NYM,"Daily or weekly future for Z0, ",NYM
YWFV1306.NYM,YWF Future OCT 06 2013,NYM
1DAI5L.MDD,1DAI DEC 15        ,MDD
QPJ15.NYM,Western Rail Powder River Basin,NYM
YTC4.AX,3-Year Commonwealth Treasury Bo,ASX
ULBF1330.NYM,ULB Future JAN 30 2013,NYM
COLH1312.NYM,COL Future MAR 12 2013,NYM
APLT-X1328.BO,APLT     NOV  2013 FUTURE,BSE
A59F1324.NYM,A59 Future JAN 24 2013,NYM
V32H13.CME,Weather Colorado Springs Munici,CME
PDX17.NYM,Natural Gas Pipeline (NGPL) Tex,NYM
PKM13.NYB,British Pound / Norwegian krone,NYB
7VJ1322.NYM,ULSD 10ppm CIF MED vs. ICE Gaso,NYM
JNLV1310.NYM,JNL Future OCT 10 2013,NYM
NMH14.NYM,Tennessee 500 Leg Basis (Natura,NYM
Q7Z1323.NYM,Q7 Future DEC 23 2013 Trading S,NYM
RUK13.CME,Russian Ruble May 13,CME
NUNG16.NYM,NUN Future FEB 2016 Trading Ses,NYM
NFGM1306.NYM,NFG Future JUN 06 2013,NYM
BQZ3.AX,Base Load Electricity Futures Q,ASX
X3X1310.NYM,X3 Future NOV 10 2013,NYM
KRQ13.CME,Weather Monthly Cooling Degree ,CME
EAWQ1314.NYM,EAW Future AUG 14 2013,NYM
K3XH13.NYM,K3X Future MAR 2013,NYM
VKF1303.NYM,New York Harbor 1% Fuel Oil Bal,NYM
Q7K1329.NYM,Q7 Future MAY 29 2013,NYM
SSUJ1308.NYM,SSU Future APR 08 2013,NYM
RLNF-U1326.BO,RLNF     SEP  2013 FUTURE,BSE
U9K1324.NYM,"ICE Gasoil BALMO Swap Futures,M",NYM
HENGH4.EX,HENG MAR 14        ,EUX
BSZ3.AX,Base Load Electricity Futures S,ASX
PMU13.NYM,"Permian Basis Swap Futures,Sep-",NYM
Q7X1309.NYM,Q7 Future NOV 09 2013,NYM
MBZU16.NYM,"future for MBZ, September, 2016",NYM
UAH17.NYM,European Singapore Fuel Oil 180,NYM
Q5N14.NYM,NYISO zone 5 C 5 MW Peak calend,NYM
ENPX1306.NYM,ENP Future NOV 06 2013,NYM
TPF13.NYM,Gasoil 10ppm Cargoes CIF NWE v.,NYM
T6U1318.NYM,Transco Zone 3 Natural Gas Swin,NYM
J4N18.NYM,PJM Western Hub Peak Calendar M,NYM
AD9N13.NYM,AD9 Future JUL 2013,NYM
T4K1330.NYM,Tennessee Zone 0 Natural Gas Sw,NYM
GCBK1308.NYM,GCB Future MAY 08 2013,NYM
AI4X1318.NYM,AI4 Future NOV 18 2013 Trading ,NYM
Q7Q1302.NYM,Q7 Future AUG 02 2013,NYM
KRU1320.NYM,European 3.5% Fuel Oil Rotterda,NYM
HRQ15.NYM,U.S Midwest Domestic Hot-Rolled,NYM
Y9G1321.NYM,Y9 Future FEB 21 2013,NYM
DBDV1313.NYM,DBD Future OCT 13 2013,NYM
A1LQ1313.NYM,A1L Future AUG 13 2013,NYM
XTSU3.AX,10-Year Commonwealth Treasury B,ASX
QGM13.NYM,"Natural Gas miNY Futures,Jun-20",NYM
V5N14.CME,Weather Montreal Monthly CAT Fu,CME
PUKAH5.EX,PUKA MAR 15,EUX
XZ1J15.NYM,"future for XZ1, April, 2015, tr",NYM
VUJ13.CME,Weather Washington Reagan Natl ,CME
BQI4.AX,Base Load Electricity Futures Q,ASX
FALN1307.NYM,FAL Future JUL 07 2013,NYM
YRWM1324.NYM,YRW Future JUN 24 2013,NYM
YIK15.CBT,"Mini Silver Futures,May-2015",CBT
EDU13.CBT,Eurodollar Futures ED 20130900,CBT
MFU13.NYM,Gulf Coast No. 6 Fuel Oil 3% Su,NYM
VHX13.CME,Weather Los Angeles Downtown US,CME
UHJ14.NYM,European 1% Fuel Oil Rotterdam ,NYM
RPMN13.NYM,RPM Future JUL 2013,NYM
PCG16.NYM,PG&E; Citygate Basis Swap Future,NYM
KX1J13.CME,Weather Kansas City Weekly Aver,CME
RBK13.NYM,RBOB Gasoline May 13,NYM
HKQ14.NYM,New York Harbor No.2 Heating Oi,NYM
JDLU1309.NYM,JDL Future SEP 09 2013,NYM
NZNZ15.NYM,"future for NZN, December, 2015,",NYM
TK9K1311.NYM,TK9 Future MAY 11 2013,NYM
EMCV1310.NYM,EMC Future OCT 10 2013,NYM
ENI-CM13-C.PH,,
VKG1306.NYM,New York Harbor 1% Fuel Oil Bal,NYM
K2F18.NYM,Midwest Independent Transmissio,NYM
ZSTV1301.NYM,ZST Future OCT 01 2013,NYM
VXNQ1315.NYM,VXN Future AUG 15 2013,NYM
EULV1314.NYM,"Daily or weekly future for EUL,",NYM
BKH15.NYM,WTI-Brent Calendar Swap Futures,NYM
KSRX1312.NYM,KSR Future NOV 12 2013 Trading ,NYM
R2:RADL3T.SA,RAIADROGASIL-ON      NM,SAO
UMLK15.NYM,"future for UML, May, 2015, trad",NYM
GAG13.NYM,Gasoil Arb: Singapore Gasoil vs,NYM
QMN13.NYM,"Crude Oil miNY Futures,Jul-2013",NYM
ITKGX3.EX,ITKG NOV 13        ,EUX
KM3Q1330.NYM,KM3 Future AUG 30 2013,NYM
HGF13.CMX,Copper Jan 13,CMX
ENA-CH13-C.PH,,
AVUK1320.NYM,AVU Future MAY 20 2013,NYM
X8U1315.NYM,X8 Future SEP 15 2013,NYM
EXRM14.NYM,"future for EXR, June, 2014, tra",NYM
NRJ16.NYM,"Northwest Pipeline, Rockies Bas",NYM
AR0G1327.NYM,AR0 Future FEB 27 2013,NYM
S:MTS-C-K13-U13.PH,,XPH
Y9Q1304.NYM,Y9 Future AUG 04 2013,NYM
8WM1321.NYM,Gasoil 0.1 CIF MED vs. ICE Gaso,NYM
JDQ1316.NYM,Pennsylvania-New Jersey-Marylan,NYM
AK6J1312.NYM,AK6 Future APR 12 2013,NYM
HGV14.CMX,Copper Oct 14,CMX
NPQ22.NYM,Henry Hub Penultimate Swap Futu,NYM
ZDOHZ3.EX,ZDOH DEC 13        ,EUX
QXZ13.NYM,Eastern Rail CSX Coal Swap Futu,NYM
R2:QGEP3T.SA,QGEP PART   -ON      NM,SAO
HPQ16.NYM,Natural Gas (Penultimate) - Fin,NYM
EMK13.NYM,Cinergy Hub LMP Swap - Peak Fut,NYM
XJO13G.AX,S&P;/ASX200 FUT FEB13,ASX
T9V1319.NYM,T9 Future OCT 19 2013,NYM
HJH13.NYM,Michigan Hub Off-Peak LMP Swap ,NYM
QVLX1315.NYM,QVL Future NOV 15 2013 Trading ,NYM
GDKV13.CME,"Class IV Milk Futures,Oct-2013",CME
ALLD-V1331.BO,ALLD     OCT  2013 FUTURE,BSE
OFSS-X1328.BO,OFSS     NOV  2013 FUTURE,BSE
HRCN15.NYM,U.S Midwest Domestic Hot-Rolled,NYM
IRU5.AX,90-Day Bank Accepted Bills Sept,ASX
KFVH13.CME,KFV Future MAR 2013,CME
NPK21.NYM,Henry Hub Penultimate Swap Futu,NYM
V3Q14.NYM,PJM AEP Dayton hub 5mw off peak,NYM
H5LK16.NYM,H5L Future MAY 2016 Trading Ses,NYM
ZSTG1301.NYM,ZST Future FEB 01 2013,NYM
KQQ14.CME,Weather Monthly Cooling Degree ,CME
QVDV1325.NYM,"Daily or weekly future for QVD,",NYM
8EF14.NYM,Transco Zone 1 Natural Gas Basi,NYM
QLDQ14.NYM,Central Appalachian Coal (CAPP),NYM
UDLM1307.NYM,UDL Future JUN 07 2013,NYM
TUU13.CBT,Two-Year US Treasury Note Futur,CBT
TXNG13.NYM,TXN Future FEB 2013,NYM
NBNH15.NYM,NBN Future MAR 2015 Trading Ses,NYM
ALYH14.NYM,"future for ALY, March, 2014, tr",NYM
X4Z1307.NYM,X4 Future DEC 07 2013 Trading S,NYM
V2W3Z5.EX,V2W3 DEC 15/N      ,EUX
Y9Q1328.NYM,Y9 Future AUG 28 2013,NYM
RSU13.NYM,Sulfur Dioxide (SO2) Emissions ,NYM
IBE-PZ13-C.PH,,
YRPM1307.NYM,YRP Future JUN 07 2013,NYM
UDLJ1326.NYM,UDL Future APR 26 2013,NYM
NPN14.NYM,Henry Hub Penultimate Swap Futu,NYM
U8Q1323.NYM,CIG Rockies Natural Gas Swing S,NYM
DAZM1324.NYM,DAZ Future JUN 24 2013,NYM
ABSV1304.NYM,"Daily or weekly future for ABS,",NYM
UDLM1317.NYM,UDL Future JUN 17 2013,NYM
Q5H13.NYM,NYISO zone 5 C 5 MW Peak calend,NYM
N1BJ13.NYM,N1B Future APR 2013,NYM
43X1306.NYM,"Daily or weekly future for 43, ",NYM
T7X1309.NYM,Tennessee 500 Leg Natural Gas S,NYM
XABH13.CME,"future for XAB, March, 2013, tr",CME
RVRG13.NYM,RVR Future FEB 2013,NYM
AA8V13.NYM,"future for AA8, October, 2013, ",NYM
YWFV1330.NYM,YWF Future OCT 30 2013,NYM
ZXYX14.NYM,NYMEX RBOB Crack Spread (Synthe,NYM
PTLJ1308.NYM,PTL Future APR 08 2013,NYM
GNG1325.NYM,New York Hub Zone G Peak Daily ,NYM
XJK14.NYM,Houston Ship Channel Natural Ga,NYM
D63J14.NYM,D63 Future APR 2014 Trading Ses,NYM
X5M1327.NYM,X5 Future JUN 27 2013,NYM
HGSV14.CMX,"future for HGS, October, 2014, ",CMX
Q7J1329.NYM,Q7 Future APR 29 2013,NYM
GNI5.AX,Base Load Quarterly $300 Cap El,ASX
VDF1323.NYM,"AEP-Dayton Hub Daily Futures,Ja",NYM
AR0U1304.NYM,AR0 Future SEP 04 2013,NYM
QVLZ1305.NYM,QVL Future DEC 05 2013 Trading ,NYM
NFJ16.NYM,MichCon Natural Gas Basis Swap ,NYM
KSRN1331.NYM,KSR Future JUL 31 2013,NYM
X4K1303.NYM,X4 Future MAY 03 2013,NYM
7VK1303.NYM,ULSD 10ppm CIF MED vs. ICE Gaso,NYM
D7M15.NYM,PJM AEP Dayton Hub Peak Calenda,NYM
VSNM1303.NYM,VSN Future JUN 03 2013,NYM
KMPU14.NYB,MXN/USD - NYCC - Sep14,NYB
VH2N13.CME,Weather Los Angeles Downtown US,CME
ITX-CH13-C.PH,,
VMN16.NYM,"AEP-Dayton Hub Monthly Futures,",NYM
YUEX13.NYM,YUE Future NOV 2013 Trading Ses,NYM
DNSH16.NYM,DNS Future MAR 2016 Trading Ses,NYM
VIS-PZ16-C.PH,,
DBDQ1330.NYM,DBD Future AUG 30 2013,NYM
22N1322.NYM,22 Future JUL 22 2013,NYM
3VX1306.NYM,Gasoil 10ppm Cargoes CIF NWE vs,NYM
CSJ15.NYM,West Texas Intermediate Crude O,NYM
RREG13.CME,"future for RRE, February, 2013,",CME
EULF1325.NYM,"Daily or weekly future for EUL,",NYM
XHU13.NYM,Panhandle Natural Gas Pipeline ,NYM
QVLZ1313.NYM,QVL Future DEC 13 2013 Trading ,NYM
KSRZ1328.NYM,KSR Future DEC 28 2013 Trading ,NYM
JSWE-U1326.BO,JSWE     SEP  2013 FUTURE,BSE
AVKN1325.NYM,AVK Future JUL 25 2013,NYM
BKM16.NYM,WTI-Brent Calendar Swap Futures,NYM
NBNV15.NYM,NBN Future OCT 2015 Trading Ses,NYM
Z9H17.NYM,PJM AEP Dayton hub 5 mw peak ca,NYM
1LH1301.NYM,ULSD Up-Down BALMO Calendar Swa,NYM
INFY-G1328.BO,INFY     FEB  2013 FUTURE,BSE
EJH15.CME,Euroyen Time Deposit LIBOR Futu,CME
YWFN1323.NYM,YWF Future JUL 23 2013,NYM
AKZM1312.NYM,AKZ Future JUN 12 2013,NYM
QLE6.AX,Qantas Airways Limited May 2016,ASX
EAEX1302.NYM,EAE Future NOV 02 2013,NYM
XZJ16.NYM,Transco Zone 6 Natural Gas Pipe,NYM
XZ1M16.NYM,XZ1 Future JUN 2016 Trading Ses,NYM
M4X1301.NYM,M4 Future NOV 01 2013,NYM
YWFX1320.NYM,YWF Future NOV 20 2013 Trading ,NYM
R2:GETI4T.SA,AES TIETE   -PN  ED,SAO
5CK13.NYM,Chicago ULSD (Platts) vs Heatin,NYM
XHF14.NYM,Panhandle Natural Gas Pipeline ,NYM
CFSU17.NYM,"future for CFS, September, 2017",NYM
KX1K13.CME,Weather Kansas City Weekly Aver,CME
KSX14.NYM,Singapore Jet Kerosene Swap Fut,NYM
BNC4.AX,Base Load Electricity Futures N,ASX
K3U15.NYM,NYISO Zone A5 MW Peak Calendar ,NYM
AR0V1315.NYM,"Daily or weekly future for AR0,",NYM
PJYH15.CME,British Pound / Japanese Yen Cr,CME
H7G14.CME,Weather Heating Degree Day Port,CME
W0V1309.NYM,W0 Future OCT 09 2013,NYM
J6F1325.NYM,J6 Future JAN 25 2013,NYM
RSZ14.NYM,Sulfur Dioxide (SO2) Emissions ,NYM
NSG17.NYM,"SoCal Basis Swap Futures,Feb-20",NYM
NGM21.NYM,Natural Gas Jun 21,NYM
YHFX1304.NYM,YHF Future NOV 04 2013,NYM
RBU13.NYM,RBOB Gasoline Sep 13,NYM
KSRH1319.NYM,KSR Future MAR 19 2013,NYM
ANLM1325.NYM,ANL Future JUN 25 2013,NYM
FDMN16.NYM,"future for FDM, July, 2016, tra",NYM
3MFZ13-C.SI,,
AVZF1309.NYM,"Daily or weekly future for AVZ,",NYM
AOLM1316.NYM,AOL Future JUN 16 2013,NYM
W5J1326.NYM,W5 Future APR 26 2013,NYM
POLX1316.NYM,POL Future NOV 16 2013 Trading ,NYM
YWFX1310.NYM,YWF Future NOV 10 2013,NYM
YRWM1312.NYM,YRW Future JUN 12 2013,NYM
X3J1305.NYM,X3 Future APR 05 2013,NYM
ZQK13.CBT,"Thirty-Day Fed Fund Futures,May",CBT
ITKGZ3.EX,ITKG DEC 13        ,EUX
PDLG1301.NYM,PDL Future FEB 01 2013,NYM
T3Z16.NYM,NYISO zone g5 mw peak calendar ,NYM
KM3M1309.NYM,KM3 Future JUN 09 2013,NYM
MFUM14.CBT,mini MSCI EAFE NTR I MFU 201406,CBT
H5J13.NYM,Midwest Independent Transmissio,NYM
RIX14.NYM,NY RBOB Spread (Platts) Swap Fu,NYM
8EG14.NYM,Transco Zone 1 Natural Gas Basi,NYM
Y03N13.CME,Y03 Future JUL 2013,CME
QHU14.NYM,"Heating Oil miNY Futures,Sep-20",NYM
PXV1308.NYM,"NGPL, Midcontinent Swing Swap F",NYM
YXX13.NYM,Mars (Argus) vs. WTI Spread cal,NYM
ANLV1329.NYM,ANL Future OCT 29 2013,NYM
KHG16.NYM,"NYISO G Off-Peak Futures,Feb-20",NYM
UDLJ1322.NYM,UDL Future APR 22 2013,NYM
KZYM14.NYB,CHF/JPY 250 - NYCC - Jun14,NYB
NZN16.NYM,Transco Zone 6 Basis Swap Futur,NYM
ZSTQ1312.NYM,ZST Future AUG 12 2013,NYM
DYV15.CME,Dry Whey Futures Settlement Onl,CME
YKQ15.CBT,"Mini Soybean Futures,Aug-2015",CBT
R2:CGAS5S.SA,COMGAS      -PNA,SAO
MRKV14.CME,MRK Future OCT 2014,CME
Q7G1311.NYM,Q7 Future FEB 11 2013,NYM
X8M1316.NYM,X8 Future JUN 16 2013,NYM
Q5X15.NYM,NYISO zone 5 C 5 MW Peak calend,NYM
PNLX1313.NYM,PNL Future NOV 13 2013 Trading ,NYM
VLK14.CME,VL Future MAY 2014,CME
H3NJ13.NYM,H3N Future APR 2013,NYM
XAFU13.CME,"future for XAF, September, 2013",CME
L3N13.NYM,PLM Northern Illinois Off-Peak ,NYM
H2N17.NYM,ISO New England Internal Hub 5 ,NYM
NPGN20.NYM,"Henry Hub Penultimate Futures,J",NYM
NEX16.NYM,"ANR Oklahoma Futures,Nov-2016",NYM
SLV1323.NYM,"Natural Gas El Paso, Permian Sw",NYM
SSX1325.NYM,Natural Gas Chicago Swing Futur,NYM
G8XG14.NYM,G8X Future FEB 2014 Trading Ses,NYM
S:FCC-C-J13-U13.PH,,XPH
HQXH14.CME,Weather Monthly Heating Degree ,CME
PQH7.AX,Peak Load Electricity Queenslan,ASX
YANU14.CME,YAN Future SEP 2014,CME
RCOGZ3.EX,RCOG DEC 13        ,EUX
PQU3.AX,Peak Load Electricity Queenslan,ASX
PELQ1317.NYM,PEL Future AUG 17 2013,NYM
APP3.AX,S&P;/ASX 200 Index September 201,ASX
T4U1309.NYM,Tennessee Zone 0 Natural Gas Sw,NYM
BVC3.AX,Base Load Electricity Futures V,ASX
LSSF14.NYM,"future for LSS, January, 2014, ",NYM
V3LK16.NYM,V3L Future MAY 2016 Trading Ses,NYM
QXX13.NYM,Eastern Rail CSX Coal Swap Futu,NYM
HPCL-J1325.BO,HPCL     APR  2013 FUTURE,BSE
DMLQ16.NYM,DML Future AUG 2016 Trading Ses,NYM
NIYQ13.CME,Nikkei 225 Stock Average Index ,CME
NPZ20.NYM,Henry Hub Penultimate Swap Futu,NYM
